staff_name,role,specialty,year,week,hours_worked
Dr. Daniel Cohen,Registrar,Acute Care,2020,53,16
Dr. Daniel Cohen,Registrar,Acute Care,2021,53,17
Dr. Daniel Cohen,Registrar,Acute Care,2021,1,10
Dr. Daniel Cohen,Registrar,Acute Care,2021,2,8
Dr. Daniel Cohen,Registrar,Acute Care,2021,3,28
Dr. Daniel Cohen,Registrar,Acute Care,2021,4,11
Dr. Daniel Cohen,Registrar,Acute Care,2021,5,36
Dr. Daniel Cohen,Registrar,Acute Care,2021,6,22
Dr. Daniel Cohen,Registrar,Acute Care,2021,7,38
Dr. Daniel Cohen,Registrar,Acute Care,2021,8,18
Dr. Daniel Cohen,Registrar,Acute Care,2021,9,4
Dr. Daniel Cohen,Registrar,Acute Care,2021,10,14
Dr. Daniel Cohen,Registrar,Acute Care,2021,11,14
Dr. Daniel Cohen,Registrar,Acute Care,2021,12,19
Dr. Daniel Cohen,Registrar,Acute Care,2021,13,36
Dr. Daniel Cohen,Registrar,Acute Care,2021,14,23
Dr. Daniel Cohen,Registrar,Acute Care,2021,15,23
Dr. Daniel Cohen,Registrar,Acute Care,2021,16,25
Dr. Daniel Cohen,Registrar,Acute Care,2021,17,19
Dr. Daniel Cohen,Registrar,Acute Care,2021,18,13
Dr. Daniel Cohen,Registrar,Acute Care,2021,19,35
Dr. Daniel Cohen,Registrar,Acute Care,2021,20,8
Dr. Daniel Cohen,Registrar,Acute Care,2021,21,14
Dr. Daniel Cohen,Registrar,Acute Care,2021,22,12
Dr. Daniel Cohen,Registrar,Acute Care,2021,23,37
Dr. Daniel Cohen,Registrar,Acute Care,2021,24,16
Dr. Daniel Cohen,Registrar,Acute Care,2021,25,8
Dr. Daniel Cohen,Registrar,Acute Care,2021,26,8
Dr. Daniel Cohen,Registrar,Acute Care,2021,27,31
Dr. Daniel Cohen,Registrar,Acute Care,2021,28,6
Dr. Daniel Cohen,Registrar,Acute Care,2021,29,23
Dr. Daniel Cohen,Registrar,Acute Care,2021,30,18
Dr. Daniel Cohen,Registrar,Acute Care,2021,31,30
Dr. Daniel Cohen,Registrar,Acute Care,2021,32,16
Dr. Daniel Cohen,Registrar,Acute Care,2021,33,18
Dr. Daniel Cohen,Registrar,Acute Care,2021,34,11
Dr. Daniel Cohen,Registrar,Acute Care,2021,35,8
Dr. Daniel Cohen,Registrar,Acute Care,2021,36,6
Dr. Daniel Cohen,Registrar,Acute Care,2021,37,12
Dr. Daniel Cohen,Registrar,Acute Care,2021,38,23
Dr. Daniel Cohen,Registrar,Acute Care,2021,39,11
Dr. Daniel Cohen,Registrar,Acute Care,2021,40,30
Dr. Daniel Cohen,Registrar,Acute Care,2021,41,35
Dr. Daniel Cohen,Registrar,Acute Care,2021,42,6
Dr. Daniel Cohen,Registrar,Acute Care,2021,43,37
Dr. Daniel Cohen,Registrar,Acute Care,2021,44,12
Dr. Daniel Cohen,Registrar,Acute Care,2021,45,23
Dr. Daniel Cohen,Registrar,Acute Care,2021,46,23
Dr. Daniel Cohen,Registrar,Acute Care,2021,47,32
Dr. Daniel Cohen,Registrar,Acute Care,2021,48,24
Dr. Daniel Cohen,Registrar,Acute Care,2021,49,35
Dr. Daniel Cohen,Registrar,Acute Care,2021,50,34
Dr. Daniel Cohen,Registrar,Acute Care,2021,51,38
Dr. Daniel Cohen,Registrar,Acute Care,2021,52,29
Dr. Daniel Cohen,Registrar,Acute Care,2022,52,12
Dr. Daniel Cohen,Registrar,Acute Care,2022,1,34
Dr. Daniel Cohen,Registrar,Acute Care,2022,2,24
Dr. Daniel Cohen,Registrar,Acute Care,2022,3,14
Dr. Daniel Cohen,Registrar,Acute Care,2022,4,31
Dr. Daniel Cohen,Registrar,Acute Care,2022,5,20
Dr. Daniel Cohen,Registrar,Acute Care,2022,6,17
Dr. Daniel Cohen,Registrar,Acute Care,2022,7,29
Dr. Daniel Cohen,Registrar,Acute Care,2022,8,18
Dr. Daniel Cohen,Registrar,Acute Care,2022,9,38
Dr. Daniel Cohen,Registrar,Acute Care,2022,10,7
Dr. Daniel Cohen,Registrar,Acute Care,2022,11,30
Dr. Daniel Cohen,Registrar,Acute Care,2022,12,4
Dr. Daniel Cohen,Registrar,Acute Care,2022,13,22
Dr. Daniel Cohen,Registrar,Acute Care,2022,14,13
Dr. Daniel Cohen,Registrar,Acute Care,2022,15,38
Dr. Daniel Cohen,Registrar,Acute Care,2022,16,36
Dr. Daniel Cohen,Registrar,Acute Care,2022,17,36
Dr. Daniel Cohen,Registrar,Acute Care,2022,18,37
Dr. Daniel Cohen,Registrar,Acute Care,2022,19,34
Dr. Daniel Cohen,Registrar,Acute Care,2022,20,14
Dr. Daniel Cohen,Registrar,Acute Care,2022,21,16
Dr. Daniel Cohen,Registrar,Acute Care,2022,22,35
Dr. Daniel Cohen,Registrar,Acute Care,2022,23,16
Dr. Daniel Cohen,Registrar,Acute Care,2022,24,30
Dr. Daniel Cohen,Registrar,Acute Care,2022,25,22
Dr. Daniel Cohen,Registrar,Acute Care,2022,26,17
Dr. Daniel Cohen,Registrar,Acute Care,2022,27,28
Dr. Daniel Cohen,Registrar,Acute Care,2022,28,26
Dr. Daniel Cohen,Registrar,Acute Care,2022,29,10
Dr. Daniel Cohen,Registrar,Acute Care,2022,30,29
Dr. Daniel Cohen,Registrar,Acute Care,2022,31,22
Dr. Daniel Cohen,Registrar,Acute Care,2022,32,20
Dr. Daniel Cohen,Registrar,Acute Care,2022,33,16
Dr. Daniel Cohen,Registrar,Acute Care,2022,34,32
Dr. Daniel Cohen,Registrar,Acute Care,2022,35,37
Dr. Daniel Cohen,Registrar,Acute Care,2022,36,16
Dr. Daniel Cohen,Registrar,Acute Care,2022,37,36
Dr. Daniel Cohen,Registrar,Acute Care,2022,38,8
Dr. Daniel Cohen,Registrar,Acute Care,2022,39,26
Dr. Daniel Cohen,Registrar,Acute Care,2022,40,8
Dr. Daniel Cohen,Registrar,Acute Care,2022,41,14
Dr. Daniel Cohen,Registrar,Acute Care,2022,42,19
Dr. Daniel Cohen,Registrar,Acute Care,2022,43,29
Dr. Daniel Cohen,Registrar,Acute Care,2022,44,13
Dr. Daniel Cohen,Registrar,Acute Care,2022,45,25
Dr. Daniel Cohen,Registrar,Acute Care,2022,46,37
Dr. Daniel Cohen,Registrar,Acute Care,2022,47,37
Dr. Daniel Cohen,Registrar,Acute Care,2022,48,31
Dr. Daniel Cohen,Registrar,Acute Care,2022,49,17
Dr. Daniel Cohen,Registrar,Acute Care,2022,50,28
Dr. Daniel Cohen,Registrar,Acute Care,2022,51,10
Dr. Daniel Cohen,Registrar,Acute Care,2023,52,29
Dr. Daniel Cohen,Registrar,Acute Care,2023,1,4
Dr. Daniel Cohen,Registrar,Acute Care,2023,2,28
Dr. Daniel Cohen,Registrar,Acute Care,2023,3,14
Dr. Daniel Cohen,Registrar,Acute Care,2023,4,12
Dr. Daniel Cohen,Registrar,Acute Care,2023,5,5
Dr. Daniel Cohen,Registrar,Acute Care,2023,6,12
Dr. Daniel Cohen,Registrar,Acute Care,2023,7,14
Dr. Daniel Cohen,Registrar,Acute Care,2023,8,25
Dr. Daniel Cohen,Registrar,Acute Care,2023,9,12
Dr. Daniel Cohen,Registrar,Acute Care,2023,10,28
Dr. Daniel Cohen,Registrar,Acute Care,2023,11,37
Dr. Daniel Cohen,Registrar,Acute Care,2023,12,22
Dr. Daniel Cohen,Registrar,Acute Care,2023,13,6
Dr. Daniel Cohen,Registrar,Acute Care,2023,14,7
Dr. Daniel Cohen,Registrar,Acute Care,2023,15,10
Dr. Daniel Cohen,Registrar,Acute Care,2023,16,34
Dr. Daniel Cohen,Registrar,Acute Care,2023,17,22
Dr. Daniel Cohen,Registrar,Acute Care,2023,18,34
Dr. Daniel Cohen,Registrar,Acute Care,2023,19,10
Dr. Daniel Cohen,Registrar,Acute Care,2023,20,12
Dr. Daniel Cohen,Registrar,Acute Care,2023,21,36
Dr. Daniel Cohen,Registrar,Acute Care,2023,22,12
Dr. Daniel Cohen,Registrar,Acute Care,2023,23,32
Dr. Daniel Cohen,Registrar,Acute Care,2023,24,8
Dr. Daniel Cohen,Registrar,Acute Care,2023,25,10
Dr. Daniel Cohen,Registrar,Acute Care,2023,26,13
Dr. Daniel Cohen,Registrar,Acute Care,2023,27,38
Dr. Daniel Cohen,Registrar,Acute Care,2023,28,19
Dr. Daniel Cohen,Registrar,Acute Care,2023,29,16
Dr. Daniel Cohen,Registrar,Acute Care,2023,30,35
Dr. Daniel Cohen,Registrar,Acute Care,2023,31,24
Dr. Daniel Cohen,Registrar,Acute Care,2023,32,16
Dr. Daniel Cohen,Registrar,Acute Care,2023,33,32
Dr. Daniel Cohen,Registrar,Acute Care,2023,34,8
Dr. Daniel Cohen,Registrar,Acute Care,2023,35,14
Dr. Daniel Cohen,Registrar,Acute Care,2023,36,26
Dr. Daniel Cohen,Registrar,Acute Care,2023,37,36
Dr. Daniel Cohen,Registrar,Acute Care,2023,38,16
Dr. Daniel Cohen,Registrar,Acute Care,2023,39,34
Dr. Daniel Cohen,Registrar,Acute Care,2023,40,16
Dr. Daniel Cohen,Registrar,Acute Care,2023,41,26
Dr. Daniel Cohen,Registrar,Acute Care,2023,42,7
Dr. Daniel Cohen,Registrar,Acute Care,2023,43,6
Dr. Daniel Cohen,Registrar,Acute Care,2023,44,22
Dr. Daniel Cohen,Registrar,Acute Care,2023,45,18
Dr. Daniel Cohen,Registrar,Acute Care,2023,46,30
Dr. Daniel Cohen,Registrar,Acute Care,2023,47,20
Dr. Daniel Cohen,Registrar,Acute Care,2023,48,36
Dr. Daniel Cohen,Registrar,Acute Care,2023,49,35
Dr. Daniel Cohen,Registrar,Acute Care,2023,50,14
Dr. Daniel Cohen,Registrar,Acute Care,2023,51,5
Dr. Daniel Cohen,Registrar,Acute Care,2024,1,26
Dr. Daniel Cohen,Registrar,Acute Care,2024,2,4
Dr. Daniel Cohen,Registrar,Acute Care,2024,3,13
Dr. Daniel Cohen,Registrar,Acute Care,2024,4,34
Dr. Daniel Cohen,Registrar,Acute Care,2024,5,24
Dr. Daniel Cohen,Registrar,Acute Care,2024,6,24
Dr. Daniel Cohen,Registrar,Acute Care,2024,7,10
Dr. Daniel Cohen,Registrar,Acute Care,2024,8,32
Dr. Daniel Cohen,Registrar,Acute Care,2024,9,12
Dr. Daniel Cohen,Registrar,Acute Care,2024,10,28
Dr. Daniel Cohen,Registrar,Acute Care,2024,11,24
Dr. Daniel Cohen,Registrar,Acute Care,2024,12,24
Dr. Daniel Cohen,Registrar,Acute Care,2024,13,37
Dr. Daniel Cohen,Registrar,Acute Care,2024,14,6
Dr. Daniel Cohen,Registrar,Acute Care,2024,15,23
Dr. Daniel Cohen,Registrar,Acute Care,2024,16,38
Dr. Daniel Cohen,Registrar,Acute Care,2024,17,16
Dr. Daniel Cohen,Registrar,Acute Care,2024,18,24
Dr. Daniel Cohen,Registrar,Acute Care,2024,19,24
Dr. Daniel Cohen,Registrar,Acute Care,2024,20,7
Dr. Daniel Cohen,Registrar,Acute Care,2024,21,22
Dr. Daniel Cohen,Registrar,Acute Care,2024,22,18
Dr. Daniel Cohen,Registrar,Acute Care,2024,23,24
Dr. Daniel Cohen,Registrar,Acute Care,2024,24,19
Dr. Daniel Cohen,Registrar,Acute Care,2024,25,11
Dr. Daniel Cohen,Registrar,Acute Care,2024,26,14
Dr. Daniel Cohen,Registrar,Acute Care,2024,27,6
Dr. Daniel Cohen,Registrar,Acute Care,2024,28,10
Dr. Daniel Cohen,Registrar,Acute Care,2024,29,26
Dr. Daniel Cohen,Registrar,Acute Care,2024,30,28
Dr. Daniel Cohen,Registrar,Acute Care,2024,31,30
Dr. Daniel Cohen,Registrar,Acute Care,2024,32,12
Dr. Daniel Cohen,Registrar,Acute Care,2024,33,31
Dr. Daniel Cohen,Registrar,Acute Care,2024,34,37
Dr. Daniel Cohen,Registrar,Acute Care,2024,35,28
Dr. Daniel Cohen,Registrar,Acute Care,2024,36,37
Dr. Daniel Cohen,Registrar,Acute Care,2024,37,19
Dr. Daniel Cohen,Registrar,Acute Care,2024,38,12
Dr. Daniel Cohen,Registrar,Acute Care,2024,39,13
Dr. Daniel Cohen,Registrar,Acute Care,2024,40,20
Dr. Daniel Cohen,Registrar,Acute Care,2024,41,18
Dr. Daniel Cohen,Registrar,Acute Care,2024,42,24
Dr. Daniel Cohen,Registrar,Acute Care,2024,43,13
Dr. Daniel Cohen,Registrar,Acute Care,2024,44,24
Dr. Daniel Cohen,Registrar,Acute Care,2024,45,8
Dr. Daniel Cohen,Registrar,Acute Care,2024,46,35
Dr. Daniel Cohen,Registrar,Acute Care,2024,47,22
Dr. Daniel Cohen,Registrar,Acute Care,2024,48,37
Dr. Daniel Cohen,Registrar,Acute Care,2024,49,30
Dr. Daniel Cohen,Registrar,Acute Care,2024,50,29
Dr. Daniel Cohen,Registrar,Acute Care,2024,51,6
Dr. Daniel Cohen,Registrar,Acute Care,2024,52,28
Dr. Daniel Cohen,Registrar,Acute Care,2025,1,32
Dr. Daniel Cohen,Registrar,Acute Care,2025,2,30
Dr. Daniel Cohen,Registrar,Acute Care,2025,3,10
Dr. Daniel Cohen,Registrar,Acute Care,2025,4,26
Dr. Daniel Cohen,Registrar,Acute Care,2025,5,16
Dr. Daniel Cohen,Registrar,Acute Care,2025,6,18
Dr. Daniel Cohen,Registrar,Acute Care,2025,7,34
Dr. Daniel Cohen,Registrar,Acute Care,2025,8,34
Dr. Daniel Cohen,Registrar,Acute Care,2025,9,17
Dr. Daniel Cohen,Registrar,Acute Care,2025,10,35
Dr. Daniel Cohen,Registrar,Acute Care,2025,11,26
Dr. Daniel Cohen,Registrar,Acute Care,2025,12,36
Dr. Daniel Cohen,Registrar,Acute Care,2025,13,20
Dr. Daniel Cohen,Registrar,Acute Care,2025,14,18
Dr. Daniel Cohen,Registrar,Acute Care,2025,15,32
Dr. Daniel Cohen,Registrar,Acute Care,2025,16,4
Dr. Daniel Cohen,Registrar,Acute Care,2025,17,26
Dr. Daniel Cohen,Registrar,Acute Care,2025,18,37
Dr. Daniel Cohen,Registrar,Acute Care,2025,19,6
Dr. Daniel Cohen,Registrar,Acute Care,2025,20,20
Dr. Daniel Cohen,Registrar,Acute Care,2025,21,36
Dr. Daniel Cohen,Registrar,Acute Care,2025,22,17
Dr. Daniel Cohen,Registrar,Acute Care,2025,23,17
Dr. Daniel Cohen,Registrar,Acute Care,2025,24,20
Dr. Daniel Cohen,Registrar,Acute Care,2025,25,31
Dr. Daniel Cohen,Registrar,Acute Care,2025,26,10
Dr. Daniel Cohen,Registrar,Acute Care,2025,27,23
Dr. Daniel Cohen,Registrar,Acute Care,2025,28,11
Dr. Daniel Cohen,Registrar,Acute Care,2025,29,25
Dr. Daniel Cohen,Registrar,Acute Care,2025,30,36
Dr. Daniel Cohen,Registrar,Acute Care,2025,31,20
Dr. Daniel Cohen,Registrar,Acute Care,2025,32,34
Dr. Daniel Cohen,Registrar,Acute Care,2025,33,34
Dr. Daniel Cohen,Registrar,Acute Care,2025,34,28
Dr. Daniel Cohen,Registrar,Acute Care,2025,35,10
Dr. Daniel Cohen,Registrar,Acute Care,2025,36,20
Dr. Daniel Cohen,Registrar,Acute Care,2025,37,20
Dr. Daniel Cohen,Registrar,Acute Care,2025,38,8
Dr. Daniel Cohen,Registrar,Acute Care,2025,39,10
Dr. Daniel Cohen,Registrar,Acute Care,2025,40,34
Dr. Daniel Cohen,Registrar,Acute Care,2025,41,31
Dr. Daniel Cohen,Registrar,Acute Care,2025,42,31
Dr. Daniel Cohen,Registrar,Acute Care,2025,43,18
Dr. Daniel Cohen,Registrar,Acute Care,2025,44,4
Dr. Daniel Cohen,Registrar,Acute Care,2025,45,16
Dr. Daniel Cohen,Registrar,Acute Care,2025,46,19
Dr. Daniel Cohen,Registrar,Acute Care,2025,47,24
Dr. Daniel Cohen,Registrar,Acute Care,2025,48,20
Dr. Daniel Cohen,Registrar,Acute Care,2025,49,16
Dr. Daniel Cohen,Registrar,Acute Care,2025,50,36
Dr. Daniel Cohen,Registrar,Acute Care,2025,51,18
Dr. Daniel Cohen,Registrar,Acute Care,2025,52,14
Dr. Carlos Garcia,Registrar,Acute Care,2020,1,28
Dr. Carlos Garcia,Registrar,Acute Care,2020,2,26
Dr. Carlos Garcia,Registrar,Acute Care,2020,3,25
Dr. Carlos Garcia,Registrar,Acute Care,2020,4,10
Dr. Carlos Garcia,Registrar,Acute Care,2020,5,13
Dr. Carlos Garcia,Registrar,Acute Care,2020,6,25
Dr. Carlos Garcia,Registrar,Acute Care,2020,7,12
Dr. Carlos Garcia,Registrar,Acute Care,2020,8,10
Dr. Carlos Garcia,Registrar,Acute Care,2020,9,30
Dr. Carlos Garcia,Registrar,Acute Care,2020,10,8
Dr. Carlos Garcia,Registrar,Acute Care,2020,11,8
Dr. Carlos Garcia,Registrar,Acute Care,2020,12,8
Dr. Carlos Garcia,Registrar,Acute Care,2020,13,25
Dr. Carlos Garcia,Registrar,Acute Care,2020,14,19
Dr. Carlos Garcia,Registrar,Acute Care,2020,15,36
Dr. Carlos Garcia,Registrar,Acute Care,2020,16,32
Dr. Carlos Garcia,Registrar,Acute Care,2020,17,24
Dr. Carlos Garcia,Registrar,Acute Care,2020,18,19
Dr. Carlos Garcia,Registrar,Acute Care,2020,19,29
Dr. Carlos Garcia,Registrar,Acute Care,2020,20,35
Dr. Carlos Garcia,Registrar,Acute Care,2020,21,34
Dr. Carlos Garcia,Registrar,Acute Care,2020,22,22
Dr. Carlos Garcia,Registrar,Acute Care,2020,23,7
Dr. Carlos Garcia,Registrar,Acute Care,2020,24,6
Dr. Carlos Garcia,Registrar,Acute Care,2020,25,26
Dr. Carlos Garcia,Registrar,Acute Care,2020,26,7
Dr. Carlos Garcia,Registrar,Acute Care,2020,27,30
Dr. Carlos Garcia,Registrar,Acute Care,2020,28,37
Dr. Carlos Garcia,Registrar,Acute Care,2020,29,35
Dr. Carlos Garcia,Registrar,Acute Care,2020,30,12
Dr. Carlos Garcia,Registrar,Acute Care,2020,31,12
Dr. Carlos Garcia,Registrar,Acute Care,2020,32,18
Dr. Carlos Garcia,Registrar,Acute Care,2020,33,18
Dr. Carlos Garcia,Registrar,Acute Care,2020,34,31
Dr. Carlos Garcia,Registrar,Acute Care,2020,35,31
Dr. Carlos Garcia,Registrar,Acute Care,2020,36,17
Dr. Carlos Garcia,Registrar,Acute Care,2020,37,24
Dr. Carlos Garcia,Registrar,Acute Care,2020,38,25
Dr. Carlos Garcia,Registrar,Acute Care,2020,39,12
Dr. Carlos Garcia,Registrar,Acute Care,2020,40,10
Dr. Carlos Garcia,Registrar,Acute Care,2020,41,5
Dr. Carlos Garcia,Registrar,Acute Care,2020,42,25
Dr. Carlos Garcia,Registrar,Acute Care,2020,43,11
Dr. Carlos Garcia,Registrar,Acute Care,2020,44,12
Dr. Carlos Garcia,Registrar,Acute Care,2020,45,28
Dr. Carlos Garcia,Registrar,Acute Care,2020,46,32
Dr. Carlos Garcia,Registrar,Acute Care,2020,47,37
Dr. Carlos Garcia,Registrar,Acute Care,2020,48,23
Dr. Carlos Garcia,Registrar,Acute Care,2020,49,6
Dr. Carlos Garcia,Registrar,Acute Care,2020,50,5
Dr. Carlos Garcia,Registrar,Acute Care,2020,51,5
Dr. Carlos Garcia,Registrar,Acute Care,2020,52,13
Dr. Carlos Garcia,Registrar,Acute Care,2020,53,6
Dr. Carlos Garcia,Registrar,Acute Care,2021,53,31
Dr. Carlos Garcia,Registrar,Acute Care,2021,1,24
Dr. Carlos Garcia,Registrar,Acute Care,2021,2,18
Dr. Carlos Garcia,Registrar,Acute Care,2021,3,23
Dr. Carlos Garcia,Registrar,Acute Care,2021,4,35
Dr. Carlos Garcia,Registrar,Acute Care,2021,5,5
Dr. Carlos Garcia,Registrar,Acute Care,2021,6,10
Dr. Carlos Garcia,Registrar,Acute Care,2021,7,10
Dr. Carlos Garcia,Registrar,Acute Care,2021,8,38
Dr. Carlos Garcia,Registrar,Acute Care,2021,9,31
Dr. Carlos Garcia,Registrar,Acute Care,2021,10,24
Dr. Carlos Garcia,Registrar,Acute Care,2021,11,10
Dr. Carlos Garcia,Registrar,Acute Care,2021,12,23
Dr. Carlos Garcia,Registrar,Acute Care,2021,13,22
Dr. Carlos Garcia,Registrar,Acute Care,2021,14,24
Dr. Carlos Garcia,Registrar,Acute Care,2021,15,25
Dr. Carlos Garcia,Registrar,Acute Care,2021,16,10
Dr. Carlos Garcia,Registrar,Acute Care,2021,17,7
Dr. Carlos Garcia,Registrar,Acute Care,2021,18,8
Dr. Carlos Garcia,Registrar,Acute Care,2021,19,13
Dr. Carlos Garcia,Registrar,Acute Care,2021,20,20
Dr. Carlos Garcia,Registrar,Acute Care,2021,21,36
Dr. Carlos Garcia,Registrar,Acute Care,2021,22,30
Dr. Carlos Garcia,Registrar,Acute Care,2021,23,23
Dr. Carlos Garcia,Registrar,Acute Care,2021,24,37
Dr. Carlos Garcia,Registrar,Acute Care,2021,25,30
Dr. Carlos Garcia,Registrar,Acute Care,2021,26,28
Dr. Carlos Garcia,Registrar,Acute Care,2021,27,7
Dr. Carlos Garcia,Registrar,Acute Care,2021,28,36
Dr. Carlos Garcia,Registrar,Acute Care,2021,29,28
Dr. Carlos Garcia,Registrar,Acute Care,2021,30,26
Dr. Carlos Garcia,Registrar,Acute Care,2021,31,19
Dr. Carlos Garcia,Registrar,Acute Care,2021,32,37
Dr. Carlos Garcia,Registrar,Acute Care,2021,33,18
Dr. Carlos Garcia,Registrar,Acute Care,2021,34,34
Dr. Carlos Garcia,Registrar,Acute Care,2021,35,12
Dr. Carlos Garcia,Registrar,Acute Care,2021,36,12
Dr. Carlos Garcia,Registrar,Acute Care,2021,37,19
Dr. Carlos Garcia,Registrar,Acute Care,2021,38,14
Dr. Carlos Garcia,Registrar,Acute Care,2021,39,14
Dr. Carlos Garcia,Registrar,Acute Care,2021,40,7
Dr. Carlos Garcia,Registrar,Acute Care,2021,41,31
Dr. Carlos Garcia,Registrar,Acute Care,2021,42,24
Dr. Carlos Garcia,Registrar,Acute Care,2021,43,38
Dr. Carlos Garcia,Registrar,Acute Care,2021,44,30
Dr. Carlos Garcia,Registrar,Acute Care,2021,45,23
Dr. Carlos Garcia,Registrar,Acute Care,2021,46,38
Dr. Carlos Garcia,Registrar,Acute Care,2021,47,12
Dr. Carlos Garcia,Registrar,Acute Care,2021,48,22
Dr. Carlos Garcia,Registrar,Acute Care,2021,49,34
Dr. Carlos Garcia,Registrar,Acute Care,2021,50,29
Dr. Carlos Garcia,Registrar,Acute Care,2021,51,4
Dr. Carlos Garcia,Registrar,Acute Care,2021,52,22
Dr. Carlos Garcia,Registrar,Acute Care,2022,52,24
Dr. Carlos Garcia,Registrar,Acute Care,2022,1,19
Dr. Carlos Garcia,Registrar,Acute Care,2022,2,4
Dr. Carlos Garcia,Registrar,Acute Care,2022,3,17
Dr. Carlos Garcia,Registrar,Acute Care,2022,4,11
Dr. Carlos Garcia,Registrar,Acute Care,2022,5,25
Dr. Carlos Garcia,Registrar,Acute Care,2022,6,14
Dr. Carlos Garcia,Registrar,Acute Care,2022,7,31
Dr. Carlos Garcia,Registrar,Acute Care,2022,8,36
Dr. Carlos Garcia,Registrar,Acute Care,2022,9,31
Dr. Carlos Garcia,Registrar,Acute Care,2022,10,6
Dr. Carlos Garcia,Registrar,Acute Care,2022,11,4
Dr. Carlos Garcia,Registrar,Acute Care,2022,12,29
Dr. Carlos Garcia,Registrar,Acute Care,2022,13,16
Dr. Carlos Garcia,Registrar,Acute Care,2022,14,34
Dr. Carlos Garcia,Registrar,Acute Care,2022,15,16
Dr. Carlos Garcia,Registrar,Acute Care,2022,16,31
Dr. Carlos Garcia,Registrar,Acute Care,2022,17,8
Dr. Carlos Garcia,Registrar,Acute Care,2022,18,7
Dr. Carlos Garcia,Registrar,Acute Care,2022,19,13
Dr. Carlos Garcia,Registrar,Acute Care,2022,20,5
Dr. Carlos Garcia,Registrar,Acute Care,2022,21,13
Dr. Carlos Garcia,Registrar,Acute Care,2022,22,29
Dr. Carlos Garcia,Registrar,Acute Care,2022,23,13
Dr. Carlos Garcia,Registrar,Acute Care,2022,24,12
Dr. Carlos Garcia,Registrar,Acute Care,2022,25,6
Dr. Carlos Garcia,Registrar,Acute Care,2022,26,11
Dr. Carlos Garcia,Registrar,Acute Care,2022,27,16
Dr. Carlos Garcia,Registrar,Acute Care,2022,28,30
Dr. Carlos Garcia,Registrar,Acute Care,2022,29,34
Dr. Carlos Garcia,Registrar,Acute Care,2022,30,35
Dr. Carlos Garcia,Registrar,Acute Care,2022,31,23
Dr. Carlos Garcia,Registrar,Acute Care,2022,32,12
Dr. Carlos Garcia,Registrar,Acute Care,2022,33,18
Dr. Carlos Garcia,Registrar,Acute Care,2022,34,34
Dr. Carlos Garcia,Registrar,Acute Care,2022,35,37
Dr. Carlos Garcia,Registrar,Acute Care,2022,36,13
Dr. Carlos Garcia,Registrar,Acute Care,2022,37,20
Dr. Carlos Garcia,Registrar,Acute Care,2022,38,19
Dr. Carlos Garcia,Registrar,Acute Care,2022,39,36
Dr. Carlos Garcia,Registrar,Acute Care,2022,40,29
Dr. Carlos Garcia,Registrar,Acute Care,2022,41,12
Dr. Carlos Garcia,Registrar,Acute Care,2022,42,35
Dr. Carlos Garcia,Registrar,Acute Care,2022,43,5
Dr. Carlos Garcia,Registrar,Acute Care,2022,44,11
Dr. Carlos Garcia,Registrar,Acute Care,2022,45,11
Dr. Carlos Garcia,Registrar,Acute Care,2022,46,25
Dr. Carlos Garcia,Registrar,Acute Care,2022,47,38
Dr. Carlos Garcia,Registrar,Acute Care,2022,48,35
Dr. Carlos Garcia,Registrar,Acute Care,2022,49,11
Dr. Carlos Garcia,Registrar,Acute Care,2022,50,36
Dr. Carlos Garcia,Registrar,Acute Care,2022,51,23
Dr. Carlos Garcia,Registrar,Acute Care,2023,52,7
Dr. Carlos Garcia,Registrar,Acute Care,2023,1,19
Dr. Carlos Garcia,Registrar,Acute Care,2023,2,16
Dr. Carlos Garcia,Registrar,Acute Care,2023,3,23
Dr. Carlos Garcia,Registrar,Acute Care,2023,4,11
Dr. Carlos Garcia,Registrar,Acute Care,2023,5,23
Dr. Carlos Garcia,Registrar,Acute Care,2023,6,36
Dr. Carlos Garcia,Registrar,Acute Care,2023,7,5
Dr. Carlos Garcia,Registrar,Acute Care,2023,8,19
Dr. Carlos Garcia,Registrar,Acute Care,2023,9,12
Dr. Carlos Garcia,Registrar,Acute Care,2023,10,38
Dr. Carlos Garcia,Registrar,Acute Care,2023,11,19
Dr. Carlos Garcia,Registrar,Acute Care,2023,12,7
Dr. Carlos Garcia,Registrar,Acute Care,2023,13,24
Dr. Carlos Garcia,Registrar,Acute Care,2023,14,23
Dr. Carlos Garcia,Registrar,Acute Care,2023,15,25
Dr. Carlos Garcia,Registrar,Acute Care,2023,16,29
Dr. Carlos Garcia,Registrar,Acute Care,2023,17,36
Dr. Carlos Garcia,Registrar,Acute Care,2023,18,11
Dr. Carlos Garcia,Registrar,Acute Care,2023,19,16
Dr. Carlos Garcia,Registrar,Acute Care,2023,20,8
Dr. Carlos Garcia,Registrar,Acute Care,2023,21,28
Dr. Carlos Garcia,Registrar,Acute Care,2023,22,13
Dr. Carlos Garcia,Registrar,Acute Care,2023,23,29
Dr. Carlos Garcia,Registrar,Acute Care,2023,24,14
Dr. Carlos Garcia,Registrar,Acute Care,2023,25,25
Dr. Carlos Garcia,Registrar,Acute Care,2023,26,30
Dr. Carlos Garcia,Registrar,Acute Care,2023,27,30
Dr. Carlos Garcia,Registrar,Acute Care,2023,28,31
Dr. Carlos Garcia,Registrar,Acute Care,2023,29,23
